,alpha,cg26
700,-98.35897556438921,-349.32601133247886
701,-97.26489955929648,-349.3481278218508
702,-94.87193733281639,-349.39650099099356
703,-94.40796033211106,-349.40588017704385
704,-101.82763814902067,-349.25589313334933
705,-95.68008137153592,-349.38016454913753
706,-97.02795528294853,-349.35291759472324
707,-91.88546219019393,-349.4568718842807
708,-97.63746495835606,-349.3405964998491
709,-96.74494070547576,-349.358638667908
710,-94.63950605208935,-349.40119953472
711,-102.03020030004228,-349.2517983870617
712,-91.58523605718321,-349.46294088501645
713,-90.0117643693368,-349.4947482454734
714,-94.28406107381538,-349.4083847714382
715,-99.06304262497665,-349.3117787822812
716,-93.7967037914605,-349.41823658438847
717,-96.00885977188041,-349.3735183710264
718,-97.88735920233331,-349.3355449464239
719,-93.95496881012257,-349.41503729422317
720,-97.77903400334371,-349.3377347148687
721,-96.8624296636578,-349.3562636562242
722,-88.67311945780634,-349.5218086378236
723,-94.94469516160659,-349.39503020858024
724,-92.68630692205014,-349.44068299619784
725,-95.18705879319504,-349.390130884715
726,-98.93387663553425,-349.314389842408
727,-101.6467389723301,-349.259549967701
728,-91.27097981637513,-349.46929350108473
729,-96.11869221987604,-349.37129813389714
730,-97.7441393767251,-349.33844010154667
731,-95.90405003761997,-349.3756370751776
732,-96.1637790705564,-349.37038671380446
733,-99.09317524817497,-349.3111696583833
734,-102.57837414203502,-349.2407171816482
735,-96.85808623394641,-349.3563514576353
736,-94.89558168424225,-349.39602302598513
737,-94.41234427139945,-349.4057915567411
738,-92.98264266502102,-349.43469263878256
739,-98.39865595300982,-349.32520920274646
740,-97.26902171458386,-349.3480444934501
741,-98.7799914969398,-349.3175005943268
742,-92.77221657341745,-349.4389463527811
743,-93.17730445830149,-349.4307575963704
744,-89.53068833400062,-349.50447308449105
745,-93.76354924337933,-349.4189067957877
746,-98.79080375595456,-349.31728202705136
747,-95.46570790835656,-349.38449805832516
748,-95.72458085102049,-349.3792650026155
749,-94.574834250809,-349.40250685998717
750,-94.45991878652235,-349.4048298490962
751,-98.56382625723904,-349.3218703238559
752,-97.19164084489131,-349.3496087295491
753,-98.24979893948853,-349.32821831229825
754,-96.3990891703114,-349.36562997542774
755,-97.11985479752562,-349.35105986762926
756,-93.85086478875255,-349.41714173255406
757,-96.53296303508542,-349.36292374670734
758,-93.42774856130664,-349.42569492767404
759,-101.03515196590638,-349.2719130553335
760,-91.50075038623997,-349.46464874300324
761,-97.18705576147038,-349.3497014159331
762,-98.61146787126614,-349.32090725982255
763,-93.14452599504268,-349.43142020530325
764,-95.26628684940026,-349.38852930817467
765,-92.07641374199018,-349.4530118435282
766,-92.3884682174098,-349.44670373562997
767,-94.34578456519621,-349.4071370455628
768,-95.34904561719273,-349.38685635912935
769,-96.01477316133801,-349.37339883324796
770,-97.09153432567129,-349.3516323593134
771,-100.86671948806628,-349.2753178782971
772,-93.70636889659453,-349.42006268306244
773,-94.39459460512919,-349.4061503620743
774,-94.9838863009143,-349.3942379689077
775,-92.21854352183382,-349.45013872342446
776,-99.20771604216918,-349.3088542431461
777,-96.89727982480619,-349.35555916840525
778,-94.07847506999336,-349.4125406441998
779,-97.62216700136253,-349.34090574445526
780,-94.12801463937981,-349.4115392134447
781,-93.07625186253725,-349.43280035084973
782,-96.97579957177699,-349.3539719101697
783,-94.57838077384544,-349.4024351678573
784,-101.7634202888502,-349.2571912823036
785,-92.23474422981008,-349.44981122991936
786,-100.01095713370712,-349.29261691321506
787,-102.88259872269641,-349.23456735323276
788,-99.85038972355468,-349.29586274568334
789,-96.56021264461883,-349.36237290225336
790,-95.7105009252546,-349.3795496250066
791,-91.04211898541436,-349.47391986900806
792,-94.99183469489246,-349.3940772939911
793,-98.46582208893622,-349.32385145509033
794,-89.04468612396558,-349.5142975049727
795,-97.44799257766752,-349.3444266395051
796,-97.68327543167649,-349.3396704518949
797,-99.89831174873177,-349.29489401320455
798,-99.51995227941514,-349.302542460975
799,-92.51948270622735,-349.4440553085225
800,-91.0140835557604,-349.4744865986312
801,-97.27905395936622,-349.3478416939792
802,-94.56763063360162,-349.4026524794165
803,-97.01083898969779,-349.3532635965696
804,-94.90955481703794,-349.3957405623889
805,-92.57138097849597,-349.443006197143
806,-91.45539912159836,-349.465565508162
807,-100.94324256610719,-349.2737709822549
808,-93.62370513160015,-349.42173371164864
809,-97.6422329022383,-349.34050011698395
810,-102.51539687753223,-349.2419902522526
811,-95.75911051897867,-349.3785669934911
812,-96.70327393556089,-349.3594809518716
813,-94.53869531797373,-349.40323740002293
814,-98.13099215237095,-349.33061996358424
815,-93.89021914396542,-349.41634619351055
816,-97.63995033237559,-349.34054625859727
817,-97.29473543658398,-349.3475246966018
818,-98.78199524014525,-349.3174600891288
819,-98.85263804014438,-349.31603206152556
820,-98.70919537503435,-349.3189317212965
821,-100.8509481920333,-349.2756366913406
822,-96.70254547058956,-349.3594956776198
823,-96.52418074434885,-349.363101278651
824,-93.65460629762329,-349.42110905183813
825,-100.50365181388732,-349.2826572060219
826,-96.22416424616841,-349.369166041668
827,-96.11140781043956,-349.3714453865221
828,-98.93590605351733,-349.31434881820024
829,-98.12427602828134,-349.3307557284547
830,-93.92489889907588,-349.4156451504096
831,-96.073027277374,-349.37222123998004
832,-92.97440974553986,-349.4348590653153
833,-95.58629980121965,-349.3820603215458
834,-98.59815827764018,-349.3211763101302
835,-95.0409279443432,-349.3930848854887
836,-97.9524307797646,-349.3342295397757
837,-98.58348694565123,-349.32147288765924
838,-92.93537765180777,-349.43564808991886
839,-95.26454786037533,-349.38856446142927
840,-101.24023867876355,-349.2677672756215
841,-98.85190874814377,-349.316046803992
842,-98.48205650298169,-349.32352328022495
843,-93.3144769640248,-349.42798468639796
844,-98.08692983740089,-349.3315106729283
845,-94.02827034789898,-349.41355552086026
846,-91.28912326499504,-349.4689267355339
847,-93.93585630809059,-349.41542364896094
848,-89.30849587160584,-349.5089646529105
849,-95.41506311341348,-349.3855218309551
850,-99.4870591177059,-349.3032073885102
851,-95.06447976651658,-349.39260879093723
852,-97.84188090255843,-349.3364642795681
853,-92.81123624807906,-349.43815757922613
854,-98.2172309358834,-349.32887666683905
855,-99.55490292520734,-349.30183594188253
856,-97.44079430091274,-349.3445721509783
857,-93.19262621186407,-349.4304478707221
858,-97.68112849326815,-349.3397138517502
859,-93.9667553795682,-349.41479903149127
860,-98.56102271606532,-349.32192699678205
861,-99.58793318811257,-349.3011682428789
862,-96.22690236896092,-349.36911069115905
863,-94.54664414990627,-349.4030767162532
864,-96.64226786439015,-349.3607141752658
865,-100.65187598169872,-349.2796608892972
866,-96.49102297833045,-349.3637715551001
867,-98.6502601404289,-349.3201230832163
868,-100.44803796626023,-349.28378142688445
869,-95.53855268326286,-349.38302551831646
870,-96.69406438809388,-349.35966712070956
871,-98.34726194817766,-349.32624812047817
872,-94.05308440338118,-349.4130539105593
873,-97.46414905790836,-349.3441000400532
874,-98.76114391246742,-349.3178815938183
875,-94.10150916664055,-349.4120750153481
876,-99.0363359068563,-349.3123186523128
877,-96.87787093538681,-349.3559515145444
878,-95.06975777293164,-349.39250209727794
879,-97.94396394887013,-349.33440069477285
880,-97.35257929284575,-349.3463553966387
881,-94.26839656783825,-349.408701425746
882,-93.95107586128849,-349.4151159892691
883,-92.47437306065521,-349.4449671894084
884,-94.93803835572679,-349.395164774347
885,-93.41015376439537,-349.4260506023593
886,-94.00361822284346,-349.414053857776
887,-94.8229915207202,-349.3974904190844
888,-92.83778438783263,-349.4376209148189
889,-97.77927512919044,-349.3377298405663
890,-99.37083095771223,-349.30555691345467
891,-94.48032951194476,-349.40441725107786
892,-91.41816738932307,-349.4663181388817
893,-94.80730933765437,-349.3978074307303
894,-97.63065308693618,-349.34073420022924
895,-97.30466166787257,-349.34732404016864
896,-101.42218330061802,-349.2640893078415
897,-90.93049542099232,-349.4761763131351
898,-95.45828793157841,-349.3846480514123
899,-98.02561937852334,-349.3327500494487
900,-96.33078827725855,-349.3670106619325
901,-95.27586967108765,-349.3883355936859
902,-101.09863161364912,-349.27062982916976
903,-96.2754660350517,-349.3681289880599
904,-99.86575348269075,-349.29555217090245
905,-98.19720033111228,-349.3292815808078
906,-95.96520724503954,-349.3744007965996
907,-94.38241884938319,-349.4063964921159
908,-97.30692853836679,-349.34727821591423
909,-92.50176483859198,-349.4444134710536
910,-95.65866933181125,-349.38059738848943
911,-95.6473331985246,-349.38082654576016
912,-94.74308027167429,-349.39910580620744
913,-95.54725996138481,-349.38284950273516
914,-99.46484739818423,-349.3036563932013
915,-99.75041536960826,-349.2978837037578
916,-94.29779248084616,-349.4081071942714
917,-96.28120130876614,-349.3680130508493
918,-95.15034061023667,-349.3908731341559
919,-97.55167550991564,-349.3423307133917
920,-97.6251916495618,-349.3408446019025
921,-96.31034960399765,-349.3674238249102
922,-94.62075963218206,-349.4015784891936
923,-96.47193029634984,-349.36415750918025
924,-96.87131670287384,-349.3560840068146
925,-94.04327885686762,-349.4132521273782
926,-99.67395662117336,-349.2994292993921
927,-95.42171841420242,-349.3853872956134
928,-96.93944010696899,-349.35470690820756
929,-96.63223142425318,-349.36091705954493
930,-92.93319607197535,-349.4356921900426
931,-100.7764329993167,-349.2771429984528
932,-97.14849967170576,-349.35048081822833
933,-93.23388967520452,-349.4296137395062
934,-92.78481225603585,-349.43869173401663
935,-98.52902898518555,-349.32257374253425
936,-93.22078955998538,-349.4298785552573
937,-91.11299169845555,-349.4724871937667
938,-94.808777916183,-349.3977777437605
939,-95.53930318571074,-349.3830103470858
940,-98.18764358737948,-349.3294747681367
941,-100.28179800087032,-349.28714192872377
942,-97.5754218680012,-349.34185068634264
943,-101.61632037899398,-349.2601648724178
944,-95.35174482071258,-349.3868017953643
945,-95.34559618065576,-349.38692608867836
946,-95.48611229013332,-349.38408558854184
947,-98.59356148130779,-349.3212692332881
948,-96.166496528904,-349.3703317810224
949,-98.24970047432943,-349.3282203027484
950,-101.45954212311153,-349.26333410802295
951,-99.26954463217548,-349.3076043927265
952,-99.73996699755655,-349.29809491514385
953,-94.1234712976383,-349.41163105603044
954,-95.01813087392722,-349.39354572291046
955,-98.23861112194022,-349.3284444714013
956,-94.40128438149475,-349.406015129817
957,-99.71646726682518,-349.29856995667876
958,-94.2590580048775,-349.4088902026019
959,-96.52069669749278,-349.3631717078396
960,-96.32097070731587,-349.3672091218021
961,-95.7656521909293,-349.3784347551298
962,-94.13894459560224,-349.4113182669478
963,-95.3297219628383,-349.3872469822616
964,-90.67755584306968,-349.4812894272705
965,-96.84440812438643,-349.3566279574062
966,-93.36490867323218,-349.42696522124606
967,-96.98125426860469,-349.35386164475506
968,-96.24925984980288,-349.3686587399371
969,-93.7075896106796,-349.42003800661405
970,-93.45696009223543,-349.42510442344013
971,-94.86046186884347,-349.3967329648014
972,-90.53641062126302,-349.48414264476503
973,-95.84809305431023,-349.3767682324472
974,-96.83665705073608,-349.3567846435388
975,-93.46137040186808,-349.42501527006704
976,-92.5100665831743,-349.44424565323754
977,-88.97154764539943,-349.5157759821319
978,-95.17666090249699,-349.39034107563225
979,-97.85752230300832,-349.3361480923331
980,-101.20997612557856,-349.2683790260235
981,-98.28064920881111,-349.3275946813528
982,-92.89196927188702,-349.43652558011956
983,-94.78641355744809,-349.3982298340175
984,-99.96028951813224,-349.2936411471587
985,-94.02205779320838,-349.4136811061937
986,-96.72041509311579,-349.3591344473992
987,-91.85340523780178,-349.4575199080409
988,-93.56192956514002,-349.42298249020945
989,-98.53622687940809,-349.32242823879386
990,-98.88506993464303,-349.31537645839865
991,-94.57377649695803,-349.4025282422326
992,-94.37417204947059,-349.40656319923835
993,-96.86475707482256,-349.35621660815445
994,-90.90657990123793,-349.4766597597476
995,-98.62654594089098,-349.32060246018796
996,-94.0827536966182,-349.41245415276785
997,-96.8107567180145,-349.357308212679
998,-93.36604270504117,-349.4269422970595
999,-95.01225330249385,-349.3936645366362
